,ID,STATION_NAME,RIVER_BASIN,COUNTY,LONGITUDE,LATITUDE,ELEVATION,OPERATOR
380,QUA,QUAKING ASPEN,TULE R,TULARE,-118.53998999999999,36.117509999999996,7200,CA Dept of Water Resources/Snow Surveys
381,RBR,ROBIDART RANCH,CALAVERAS R,SAN JOAQUIN,-121.031,38.137,315,San Joaquin County
382,RDD,REDDING AIRPORT,SACTO VLY NE,SHASTA,-122.3,40.5,502,.None Specified
383,RDH,READER RANCH,YUBA R,NEVADA,-121.117,39.304,2025,CAL FIRE
384,RDO,RODEO VALLEY,EEL R,MENDOCINO,-123.32,39.667,2425,CAL FIRE
385,RFS,REDDING FIRE STATION,SACTO VLY NE,SHASTA,-122.4193,40.5736,740,US Bureau of Reclamation
386,RGC,ROGERS CAMP,TULE R,TULARE,-118.637,36.108,6200,US Army Corps of Engineers
387,RHL,RICHMOND CITY HALL,SF BAY,CONTRA COSTA,-122.3427,37.9369,55,Contra Costa County
388,RNC,RANCHO CORDOVA,AMERICAN R,SACRAMENTO,-121.312444,38.602556,72,Sacramento County
389,ROV,ROSE VALLEY,U SANTA CLARA R,VENTURA,-119.184,34.536,3331,CAL FIRE
390,RRF,RAILROAD FLAT,CALAVERAS R,CALAVERAS,-120.543,38.314,2720,US Army Corps of Engineers
391,RRG,RODDY RANCH GOLF CLUB,EAST BAY,CONTRA COSTA,-121.7858,37.9236,403,Contra Costa County
392,RTD,RUTH  DAM,MAD R,TRINITY,-123.433,40.367,2675,Humboldt Bay Muncipal Water District
393,RTH,RUTH LAKE,MAD R,HUMBOLDT,-123.372,40.319,2700,CA Dept of Water Resources/Flood Management
394,RTL,RATTLESNAKE,FEATHER R,PLUMAS,-121.043,40.125,6100,CA Dept of Water Resources/Operations and Maintenance
395,RVE,RIVERSIDE AIRPORT,SANTA ANA R,RIVERSIDE,-117.44416799999999,33.951946,827,National Weather Service
396,SAD,SADDLE CAMP,COTTONWOOD CR,TEHAMA,-122.8,40.167,3850,CA Dept of Water Resources/Flood Management
397,SAE,SACRAMENTO EXECUTIVE AIRPORT,SACRAMENTO R,SACRAMENTO,-121.495003,38.506943,21,National Weather Service
398,SAF,SANTA FE,SAN GABRIEL R,LOS ANGELES,-117.9464,34.1261,500,Los Angeles County Fire Dept
399,SAV,SHAVER,SAN JOAQUIN R,FRESNO,-119.25611,37.135,5746,CAL FIRE
400,SBG,SHASTA R BLW CTY RD A-12 NR GRENADA,SHASTA R,SISKIYOU,-122.49916999999999,41.64907,2490,CA Dept of Water Resources/North Region Office
401,SBY,STRAWBERRY VALLEY,FEATHER R,YUBA,-121.106,39.564,3810,CA Dept of Water Resources/Operations and Maintenance
402,SCC,SUCCESS DAM,TULE R,TULARE,-118.922,36.061,692,US Army Corps of Engineers
403,SCD,SCOTT DAM,EEL R,LAKE,-122.9586,39.4083,1807,Pacific Gas & Electric
404,SCH,SCHULTIES RD,SAN LORENZO R,SANTA CRUZ,-121.969,37.133,1400,Santa Cruz County
405,SCR,SACRAMENTO WB CITY,SACTO VLY WEST,SACRAMENTO,-121.5,38.583,25,National Weather Service
406,SCT,SCOTT MOUNTAIN,SCOTT R,SISKIYOU,-122.718,41.272,5900,US Bureau of Reclamation
407,SCY,SAN BERNARDINO COUNTY YARD,SANTA ANA R,SAN BERNARDINO,-117.268,34.104,1042,.None Specified
408,SDF,SAND FLAT,SACRAMENTO R,SISKIYOU,-122.2464,41.3504,6750,US Bureau of Reclamation
409,SDG,SAN DIEGO NWS-LINDBERGH FIELD,SAN DIEGO R,SAN DIEGO,-117.167,32.733,13,National Weather Service
410,SDR,SAN ANDREAS,CALAVERAS R,CALAVERAS,-120.68,38.2,54,National Weather Service
411,SEW,SMITH PEAK RAWS,TUOLUMNE R,TUOLUMNE,-120.1008,37.8005,3871,US Forest Service
412,SEY,SOUTH ENTRANCE YOSEMITE,MERCED R,MARIPOSA,-119.633,37.5,5120,National Weather Service
413,SFB,SPRING GAP FOREBAY (PG&E),STANISLAUS R,CALAVERAS,-120.103,38.172,5100,Pacific Gas & Electric
414,SFN,SAN FRANCISCO,SF BAY,SAN FRANCISCO,-122.42694099999999,37.770557000000004,150,National Weather Service
415,SFS,STOCKTON FIRE STATION,SAN JOAQUIN R,SAN JOAQUIN,-121.319,37.999,14,CA Dept of Water Resources
416,SGF,SPRING GAP FOREBAY,STANISLAUS R,TUOLUMNE,-120.103,38.172,5100,Pacific Gas & Electric
417,SGL,SUGARLOAF,KINGS R,TULARE,-118.675,36.726667,8120,National Park Service
418,SGP,SUGAR PINE,AMERICAN R,PLACER,-120.75,39.128,3843,US Bureau of Reclamation
419,SGV,SPRINGVILLE TULE POWERPLANT,TULE R,TULARE,-118.7072,36.1631,4070,Pacific Gas & Electric
420,SH4,ST. HELENA 4WSW,NAPA R,NAPA,-122.539722,38.493056,1729,CA Dept of Water Resources/Flood Management
421,SHA,SHASTA DAM  (USBR),SACRAMENTO R,SHASTA,-122.42,40.718,1067,US Bureau of Reclamation
422,SHI,SHINGLETOWN,SACTO VLY NE,SHASTA,-121.85,40.496,3630,CA Dept of Water Resources/Flood Management
423,SHK,SOUTH FORK MOUNTAIN,SACRAMENTO R,SHASTA,-122.525,40.657,3450,US Bureau of Reclamation
424,SHO,SHASTA DAM (OBS),SACRAMENTO R,SHASTA,-122.417,40.717,1075,US Bureau of Reclamation
425,SHR,SHEEP RANCH,CALAVERAS R,CALAVERAS,-120.462,38.21,2370,US Army Corps of Engineers
426,SHS,SHASTA DAM (USBR),SACRAMENTO R,SHASTA,-122.417,40.717,1100,US Bureau of Reclamation
427,SIL,SILVER LAKE,AMERICAN R,EL DORADO,-120.118,38.678,7100,US Bureau of Reclamation
428,SJE,SAN JOSE (ALERT),LOS GATOS CR (NEAR SAN JOSE),SANTA CLARA,-121.927,37.362,58,Santa Clara County
429,SLE,SAN LEANDRO BAY,SF BAY,ALAMEDA,-122.217,37.7,10,Alameda County
430,SLH,SOUTH LAKE TAHOE AIRPORT,TRUCKEE R,EL DORADO,-119.99472,38.898334999999996,6314,National Weather Service
431,SLM,STANISLAUS MEADOW,STANISLAUS R,ALPINE,-119.9373,38.5055,7750,US Bureau of Reclamation
432,SLP,SLY PARK,COSUMNES R,EL DORADO,-120.563,38.718,3530,US Bureau of Reclamation
433,SLT,SLATE CREEK,SACRAMENTO R,SHASTA,-122.478,41.045,5700,US Bureau of Reclamation
434,SMB,SANTA MARGARITA BOOSTER,SALINAS R,SAN LUIS OBISPO,-120.637,35.374,1100,CA Dept of Water Resources/Flood Management
435,SMF,SACRAMENTO INTERNATIONAL AIRPORT,SACTO VLY WEST,SACRAMENTO,-121.587,38.686,17,Sacramento County
436,SMI,SMITH MOUNTAIN,SALINAS R,MONTEREY,-120.608,36.083,3920,CA Dept of Water Resources/Operations and Maintenance
437,SMV,SIMI VALLEY,SANTA CLARA R,VENTURA,-118.7976,34.2912,914,Ventura County
438,SND,SAN DIMAS DAM,SAN GABRIEL R,LOS ANGELES,-117.771,34.153,1350,.None Specified
439,SNG,SANDBERG,MOJAVE DESERT,LOS ANGELES,-118.724167,34.74361,4510,National Weather Service
440,SNM,SNOW MOUNTAIN,PIT R,SHASTA,-121.782,40.778,5950,US Bureau of Reclamation
441,SNO,SONOMA COUNTY AIRPORT (SANTA ROSA),RUSSIAN R,SONOMA,-122.81028,38.503887,114,National Weather Service
442,SNR,SANGUINETTI RANCH,SAN JOAQUIN R,SAN JOAQUIN,-120.981,37.993,238,San Joaquin County
443,SNV,SAN ANTONIO RESERVOIR NEAR SUNOL,ALAMEDA CR,ALAMEDA,-121.845818,37.577227,498,San Francisco PUC
444,SOC,STOCKTON AIRPORT,LITTLEJOHN CR,SAN JOAQUIN,-121.22638700000002,37.889998999999996,27,National Weather Service
445,SOR,SONORA RS,TUOLUMNE R,TUOLUMNE,-120.383,37.983,1749,Tuolumne Utility District
446,SPA,SPANISH LAKE,LOS GATOS CR (NEAR COALINGA),FRESNO,-120.526,36.262,4840,CA Dept of Water Resources/Operations and Maintenance
447,SPN,LAKE SPAULDING (PRECIP),YUBA R,NEVADA,-120.633,39.317,5160,Pacific Gas & Electric
448,SPO,SACRAMENTO POST OFFICE,SACTO VLY WEST,SACRAMENTO,-121.5,38.583,25,National Weather Service
449,SPS,SONORA PASS BRIDGE,WALKER R,MONO,-119.601,38.318,8750,Natural Resources Conservation Service
450,SPV,SPRINGVILLE TULE,TULE R,TULARE,-118.65,36.2,4070,National Weather Service
451,SPW,STANISLAUS POWERHOUSE,STANISLAUS R,CALAVERAS,-120.367,38.133,1060,Pacific Gas & Electric
452,SRC,SIERRA CITY,YUBA R,SIERRA,-120.6528,39.5678,4700,CA Dept of Water Resources/Flood Management
453,SRI,SANTA RITA,SAN BENITO R,SAN BENITO,-120.598,36.348,5000,CAL FIRE
454,SRR,SIERRAVILLE RS (USFS),FEATHER R,SIERRA,-120.367,39.583,4975,US Forest Service
455,SSN,SUSANVILLE,SUSAN R,LASSEN,-120.567,40.367,4148,CAL FIRE
456,SSR,SALT SPRINGS PH (PG&E),MOKELUMNE R,CALAVERAS,-120.219,38.498,3700,Pacific Gas & Electric
457,STA,SANTA ROSA (CDF),RUSSIAN R,SONOMA,-122.712,38.479,560,CAL FIRE
458,STG,STONY GORGE RESERVOIR,STONY CR,GLENN,-122.533,39.583,800,US Bureau of Reclamation
459,STM,STOUTS MEADOW,MC CLOUD R,SHASTA,-121.938,41.17,5400,US Bureau of Reclamation
460,STN,STANISLAUS PH (OBSERVER),TUOLUMNE R,TUOLUMNE,-120.369,38.14,1135,Pacific Gas & Electric
461,STR,OSTRANDER LAKE,MERCED R,MARIPOSA,-119.55,37.637,8200,CA Dept of Water Resources/Snow Surveys
462,STS,SALT SPRINGS PH (OBSERVER),MOKELUMNE R,AMADOR,-120.217,38.5,3700,Pacific Gas & Electric
463,STV,STRAWBERRY VALLEY,FEATHER R,YUBA,-121.1,39.567,3808,National Weather Service
464,SVL,SIERRAVILLE (DWR),FEATHER R,SIERRA,-120.367,39.583,4975,CA Dept of Water Resources/O&M Oroville Field Division
465,SYP,SWEENEY CREEK,ULATIS CR,SOLANO,-121.95388,38.445549,121,Solano County Water Agency
466,TAC,TAHOE CITY (NWS),LAKE TAHOE,PLACER,-120.133,39.167,6230,National Weather Service
467,TAL,TALEGA,SANTA MARGARITA R,SAN DIEGO,-117.487,33.475,1203,Camp Pendleton Fire Dept
468,TAY,NELSON ST TAYLORSVILLE,FEATHER R,PLUMAS,-120.8357,40.0793,3540,CA Dept of Water Resources/North Region Office
469,TCP,TIGER CREEK POWERHOUSE,MOKELUMNE R,CALAVERAS,-120.483,38.45,2360,Pacific Gas & Electric
470,TGR,TIGER CREEK PH,MOKELUMNE R,AMADOR,-120.483,38.45,2360,Pacific Gas & Electric
471,TGS,TRINITY GUARD STATION,TRINITY R,TRINITY,-122.66,40.825,4100,US Bureau of Reclamation
472,THO,THOMES CREEK AT PASKENTA,SACRAMENTO R,TEHAMA,-122.52856399999999,39.887840000000004,720,CA Dept of Water Resources/North Region Office
473,THP,THOMPSON CREEK DAM,LOS ANGELES R,LOS ANGELES,-117.709,34.139,1600,.None Specified
474,TKE,TRUCKEE RS (OBS),TRUCKEE R,NEVADA,-120.183,39.333,6020,US Forest Service
475,TLH,TELEGRAPH HILL,STANISLAUS R,TUOLUMNE,-120.353,38.03,3730,US Bureau of Reclamation
476,TMP,TOMASINI POINT,COAST-MARIN,MARIN,-122.85,38.117,40,CA Dept of Health Services (Richmond)
477,TMR,TAMARACK SUMMIT,SAN JOAQUIN R,FRESNO,-119.2,37.165,7550,US Bureau of Reclamation
478,TOK,THOUSAND OAKS RAWS,SANTA CLARA R,VENTURA,-118.87,34.21,795,Ventura County Fire
479,TPG,TOPANGA RAWS,VENTURA LA COASTAL,LOS ANGELES,-118.605,34.1364,1600,Los Angeles County Fire Dept
480,TRI,TRIMMER,KINGS R,FRESNO,-119.2,36.9,1540,US Forest Service
481,TRM,TERMINUS DAM,KAWEAH R,TULARE,-119.002,36.415,752,US Army Corps of Engineers
482,TRS,TROUGH SPRING,STONY CR,COLUSA,-122.654,39.296,4000,US Army Corps of Engineers
483,TUM,TUOLUMNE MEADOWS,TUOLUMNE R,TUOLUMNE,-119.35,37.873,8600,CA Dept of Water Resources
484,TVL,THOMPSON VALLEY,FEATHER R,PLUMAS,-120.4789,39.979,5404,CA Dept of Water Resources/O&M Oroville Field Division
485,TYR,TAYLOR RIDGE,TRINITY R,TRINITY,-122.817,40.917,4000,US Bureau of Reclamation
486,USC,LOS ANGELES / USC,LOS ANGELES R,LOS ANGELES,-118.291389,34.021667,185,National Weather Service
487,VEN,VENADO,RUSSIAN R,SONOMA,-123.018056,38.608610999999996,1260,CA Dept of Water Resources/Flood Management
488,VLT,VOLTA PH,SACTO VLY NE,SHASTA,-121.867,40.467,2200,Pacific Gas & Electric
489,VNI,SAN JOAQUIN RIVER AT VENICE ISLAND,SAN JOAQUIN R,SAN JOAQUIN,-121.496696,38.050179,0,CA Dept of Water Resources/Operations and Maintenance
490,VNT,VINTON,FEATHER R,PLUMAS,-120.183,39.8,4944,National Weather Service
491,VRG,VIRGINIA LAKES RIDGE,WALKER R,MONO,-119.234,38.077,9300,Natural Resources Conservation Service
492,WHI,WHISKEYTOWN DAM (USBR),SACRAMENTO R,SHASTA,-122.537,40.598,1210,US Bureau of Reclamation
493,WHK,WHISKEYTOWN DAM (OBSERVER),SACRAMENTO R,SHASTA,-122.55,40.6,1220,CAL FIRE
494,WHW,WHITE WOLF,TUOLUMNE R,TUOLUMNE,-119.6516,37.8595,7900,National Park Service
495,WIL,WILLITS HOWARD RS,RUSSIAN R,MENDOCINO,-123.3217,39.3506,1925,CA Dept of Water Resources/Flood Management
496,WLN,WALNUT CREEK SB,SAN GABRIEL R,LOS ANGELES,-117.874,34.074,520,.None Specified
497,WRS,WARM SPRINGS (USACE),RUSSIAN R,SONOMA,-123.01,38.723,440,US Army Corps of Engineers
498,WSD,WISHON DAM (PG&E),KINGS R,FRESNO,-118.986,37.003,6550,Pacific Gas & Electric
499,WSH,LAKE WISHON,KINGS R,FRESNO,-118.983,37.011,6550,Pacific Gas & Electric
500,WSP,WHISPERING PINES,PUTAH CR,LAKE,-122.70833300000001,38.805833,2700,CA Dept of Water Resources/Flood Management
501,WST,WESTFALL,FRESNO R,MARIPOSA,-119.6497,37.4494,4880,US Army Corps of Engineers
502,WTR,WHISKEYTOWN RAWS HQ#2 NR WHISKEYTOWN 3SE,SACRAMENTO R,SHASTA,-122.52731399999999,40.610514,1360,National Weather Service
503,WVR,WEAVERVILLE RS,TRINITY R,TRINITY,-122.95,40.733,2050,US Forest Service
504,WWD,WESTWOOD,FEATHER R,LASSEN,-120.9,40.307,5150,CAL FIRE
505,WWN,WAWONA RAWS,MERCED R,MARIPOSA,-119.644997,37.534442999999996,4300,Yosemite National Park
506,YGF,YGNACIO VALLEY FIRE,EAST BAY,CONTRA COSTA,-122.028,37.938,83,Contra Costa County
507,YOR,YORKVILLE,RUSSIAN R,MENDOCINO,-123.2314,38.9053,1100,CA Dept of Water Resources/Flood Management
508,YOW,YOSEMITE NEAR WAWONA,MERCED R,MARIPOSA,-119.632,37.508,4957,Merced Irrigation District
509,YSM,YOSEMITE (OBS),MERCED R,MARIPOSA,-119.583,37.74,3985,National Weather Service
510,YSV,YOSEMITE HEADQUARTERS,MERCED R,MARIPOSA,-119.583,37.74,3966,Merced Irrigation District
511,YUC,YUCCA VALLEY,WHITEWATER R,SAN BERNARDINO,-116.408,34.123,3100,CAL FIRE
512,YYV,YOSEMITE AT YOSEMITE VALLEY,MERCED R,MARIPOSA,-119.589,37.74,4200,Merced Irrigation District
513,ZEN,ZENIA,EEL R,TRINITY,-123.46,40.208,4000,CA Dept of Water Resources/Flood Management
514,ZOD,LAKE BERRYESSA (USBR),PUTAH CR,NAPA,-122.23031599999999,38.550934000000005,490,Solano County Water Agency
515,ZPC,ZAPATO CHINO,LOS GATOS CR (NEAR COALINGA),FRESNO,-120.293,36.016,1150,CA Dept of Water Resources
